cod_ibge,latitude,longitude,altitude,dist_cap_uf,dist_cap_fed,area_1920,area_1940,area_1950,area_1960,area_1970,area_1980,area_1985,area_1991,area_1995,area_1998,area_2000,area_2010,temp_media,temp_var,chuva_media,chuva_var
1300839,-3.3275,61.2088888889,32,133.9319884998,2005.609151832,NA,NA,NA,NA,NA,NA,NA,9498.6,9498,9498.6,9456.6,9456.6,26.8964283333,0.026189999999999714,171.955365,125.6488033334
1300904,-6.5338888889,64.3830555556,55,614.6210008176,2067.8866555373,90927,97823,102995,28400,51318,51318,51318,29946.5,29946,29946.5,29819.6,29819.7,26.066298333349998,0.35604333329999704,173.49795999999998,247.96661333339998
1301001,-4.8827777778,66.8958333333,87,788.0457884916,2401.7274698032,88093,66988,70533,47876,47391,47391,47391,25881.2,25881,25881.2,25768.5,25767.7,25.833555,0.5684433333999976,194.516015,181.6169033334
1301100,-3.7680555556,60.3691666667,27,82.9955353805,1904.7089648312,NA,NA,NA,8489,6610,6610,6610,6124.3,6124,6124.3,6097.4,6091.5,27.06666666665,-0.2627466667,177.75194666664999,198.2411733333
1301159,-3.2002777778,59.8119444444,25,26.0595088321,1907.4489049574,NA,NA,NA,NA,NA,NA,NA,2643,2643,2643,2631.3,2631.1,27.05000166665,-0.22222333330000055,171.24999,172.28888666660004
1301209,-4.085,63.1413888889,10,362.9142351049,2110.9608911259,57329,67439,72121,70327,72214,72214,72214,57529.7,57529,57529.7,57277.9,57921.9,26.472524999999997,0.19110999999999834,176.095035,147.43412999999998
1301308,-3.8366666667,62.0569444444,47,239.9643473977,2036.4426230082,19714,32187,25154,22899,17321,17321,17321,18988.4,18988,18988.4,18904.6,18711.5,26.670748333349998,0.15101666669999858,172.04285333335,104.54829333330001
1301407,-6.6602777778,69.8736111111,124,1161.1430420118,2600.1543836832,68783,57612,55633,16060,16178,16178,16178,15946,15946,15946,15878.1,15011.8,25.50625,0.9722200000000001,179.23991166665,204.57704333329997
1301506,-7.4333333333,70.0233333333,135,1207.4528619773,2580.4142108262,NA,NA,NA,18776,19600,19600,19600,13381.1,13381,13381.1,13324.7,7499.4,25.3824783333,1.1854700000000022,172.337605,215.63419
1301605,-2.5138888889,66.0916666667,62,677.6863459912,2477.5205263067,96949,74201,71354,33386,34035,34035,34035,12165,12165,12165,12111,12110.9,25.55520666665,0.44375333329999833,206.63335,37.539566666599995
1301654,-7.5458333333,72.5836111111,0,1476.2772572791,2838.3868860143,NA,NA,NA,NA,NA,NA,NA,8983.7,8983,8983.7,8945.5,7579.6,25.1866666667,0.8399999999999999,168.77466666665,164.1306666667
1301704,-7.5061111111,63.0208333333,58,589.4795969327,1883.0421943638,53107,38769,34411,33957,34431,34431,34431,33213.3,33213,33213.3,33072.5,33071.8,26.12536166665,0.012316666699998535,174.74528166665,253.0123033333
1301803,-7.0505555556,71.6947222222,190,1365.7419807584,2767.5394833057,NA,NA,NA,22971,22873,22873,22873,13630.7,13630,13630.7,13572.8,12044.8,25.4166666667,0.9198200000000014,174.54730333335,187.21892666669999
1301852,-3.2847222222,60.1861111111,60,27.00353082,1928.9717133865,NA,NA,NA,NA,NA,NA,NA,2213.6,2213,2213.6,2203.8,2214.3,27.2,-0.15238000000000085,173.79047666665,169.39044666670003
1301902,-3.1430555556,58.4441666667,26,175.7837583945,1812.9637249182,6841,12712,13031,6727,9112,9112,9112,8949.2,8949,8949.2,8909.7,8892,26.675361666649998,-0.165216666700001,170.867395,148.46521
1301951,-6.425,68.2533333333,60,984.0547000887,2449.7200016601,NA,NA,NA,NA,NA,NA,NA,25385.2,25385,25385.2,25276.6,25276,25.63549833335,0.8779233333,178.63549166669998,214.10734999999997
1302009,-2.7488888889,58.0219444444,43,226.095342917,1818.5200105344,NA,16139,19996,13303,12776,12776,12776,4249.6,4249,4249.6,4230.8,4231.1,26.69722166665,-0.11111666670000275,174.84582166665,118.4472233333
1302108,-1.8261111111,66.5988888889,50,744.6449723219,2569.1793285764,NA,NA,NA,49777,49626,49626,49626,56042.9,56042,56042.9,55793.8,55791.9,25.53902666665,0.7506333333000015,251.58131666665,25.470233333299973
1302207,-3.4811111111,66.0688888889,55,673.0338593926,2411.3746694824,NA,NA,NA,26654,26856,26856,26856,19485.6,19485,19485.6,19399.7,19400.7,25.866036666699998,0.41258000000000195,200.4946666667,98.9742
1302306,-2.7466666667,66.7666666667,48,750.5665405561,2522.3359959167,NA,NA,NA,36610,37449,37449,37449,69857.4,69857,69857.4,69552.5,69551.9,25.66015,0.6032133334000029,207.13281666665,150.95063333329998
1302405,-7.2586111111,64.7980555556,75,700.9579648938,2067.6320010262,93332,103683,106284,67259,69024,69024,69024,68508.6,68508,68508.6,68222.6,68234,25.970063333349998,0.8734666667000006,163.66455666665,244.54108666669998
1302504,-3.2997222222000002,60.6205555556,60,69.715978267,1961.3576472624,37008,40121,37993,48419,38042,38042,38042,7367.9,7367,7367.9,7335.4,7330.1,27.06491,-0.12631333339999884,175.5210383333,170.07718999999997
1302553,-3.4280555556,60.4594444444,48,60.2656153727,1938.6231046464,NA,NA,NA,NA,NA,NA,NA,3985.1,3985,3985.1,3967.6,3975.8,27.0125,-0.20833333339999882,179.12500500000002,196.34999
1302603,-3.1019444444,60.025,92,0,1931.5372149618,47874,84569,74503,14150,14337,14337,14337,11458.5,NA,11458.5,11407.7,11401.1,26.98833333335,-0.0588866667000012,171.10666,129.8133466666
1302702,-5.8091666667,61.3002777778,45,331.1451253412,1831.5774255644,80461,64284,59278,39790,40217,40217,40217,48491.2,48491,48491.2,48283.3,48282.7,26.26923,-0.11142666659999989,189.95185166665,249.6430966667
1302801,-1.8561111111,65.5811111111,50,633.122293426,2478.444593859,NA,NA,NA,24977,26009,26009,26009,16986.2,16986,16986.2,16910.9,16910.4,26.235,0.4350000000000023,190.97916666665,46.083333333300004
1302900,-3.3836111111,57.7186111111,25,258.2330062501,1742.0460336254,34608,33179,59650,37980,36332,36332,36332,40163.8,40163,40163.8,39989.5,39989.9,26.45412833335,-0.3401166666999984,175.5739,216.58319999999998
1303007,-2.1861111111,56.7130555556,25,381.9777715471,1787.0107651879,NA,NA,NA,11374,10435,10435,10435,14173.5,14173,14173.5,14110.5,14105.6,26.968293333349997,-0.07317333330000153,181.09470333335,73.7503933333
1303106,-3.8880555556,59.0941666667,32,135.1101169105,1797.2223591092,NA,NA,NA,9105,6599,6599,6599,5633,5633,5633,5608.3,5608.6,26.560715000000002,-0.27856999999999843,172.15000500000002,184.40952333340002
1303205,-2.6213888889,60.9441666667,45,115.1880003317,2040.550929732,NA,NA,NA,50936,51138,51138,51138,37940.2,37940,37940.2,37771.7,37771.3,26.88127,0.2565066666,170.79966666665,51.19046666670002
1303304,-5.1205555556,60.3797222222,20,226.6689138441,1802.2988868512,NA,NA,NA,58254,61936,61936,61936,41571.3,41571,41571.3,41393.9,41188.5,26.29236,-0.07750000000000057,190.98873999999998,268.2835866666
1303403,-2.6283333333,56.7358333333,27,369.4389799138,1747.1324284355,20131,23892,16758,4410,3646,3646,3646,6004.9,6004,6004.9,5978.3,5952.4,27.2784333333,-0.2901999999999987,187.62355333335,122.8352933333
1303502,-7.7136111111,66.9763888889,101,923.9326215016,2259.8486817407,NA,NA,NA,39179,39090,39090,39090,43446.6,43446,43446.6,43263.4,41610.3,25.37999666665,1.2138466667000003,165.6764216667,225.65849
1303536,-2.0344444444,60.025,122,118.0417126139,2020.1607885414,NA,NA,NA,NA,NA,NA,NA,25534.5,25534,25534.5,25420.9,25422.3,26.78597833335,0.2629633333000001,167.45713333335,23.720666666699998
1303569,-2.6994444444,59.6997222222,47,57.348554096,1940.594551643,NA,NA,NA,NA,NA,NA,NA,5839,5839,5839,5813.1,5813.2,26.8083333333,-0.08750000000000213,170.57500833334998,126.0291833333
1303601,-0.4138888889,65.0191666667,60,630.2085580591,2536.9435395845,NA,NA,NA,75453,75037,75037,75037,63127.2,63127,63127.2,62845.8,62846.4,25.59337,0.7837933333999985,222.60875,-38.83963333339997
1303700,-3.1022222222,67.9397222222,91,879.8151119214,2606.8540737698,NA,NA,NA,21409,21466,21466,21466,12363,12363,12363,12308.4,12307.2,25.758335000000002,0.7214300000000016,242.2375,90.7392666666
1303809,-0.1302777778,67.0891666667,132,852.0141345806,2730.9915433453,146477,161115,164165,88580,89339,89339,89339,109669,109669,109669,109180.3,109184,25.7295533333,0.954740000000001,271.9158666667,-56.58740000000003
1303908,-3.3783333333,68.8725,102,983.8488291363,2677.2226399891,42841,64013,66954,46437,45591,45591,45591,19922,19922,19922,19834.8,19745.9,25.78090833335,0.6127233333,217.6433166667,157.14969999999997
1303957,-2.5719444444,57.8708333333,24,246.584071274,1824.2352206179,NA,NA,NA,NA,NA,NA,NA,10788.7,10788,10788.7,10740.8,10741.1,26.831666666700002,0.007780000000000342,173.71833333335002,81.9366666667
1304005,-2.8388888889,58.2091666667,46,203.9607198486,1823.226619933,26964,NA,NA,6791,7245,7245,7245,3747.2,3747,3747.2,3730.7,3748.8,26.56851833335,-0.13703666669999848,174.0463,131.39633333339998
1304062,-4.2525,69.9380555556,60,1108.62764204,2729.1076255145,NA,NA,NA,NA,NA,NA,NA,3239.3,3239,3239.3,3225.1,3224.9,25.85926,0.6444466666000004,237.38705000000002,144.6555666666
1304104,-5.6283333333,63.1833333333,54,448.2844845483,2011.3566697984,NA,NA,NA,66077,51809,51809,51809,89713.1,89713,89713.1,89326.6,89325.3,26.141443333349997,0.3074066667000004,178.65937666665,212.9757133333
1304203,-3.3541666667,64.7113888889,75,521.6308756713,2298.5251733514,148890,129649,117477,35931,35367,35367,35367,23808.9,23808,23808.9,23704.7,23704.5,26.28258833335,0.377116666700001,188.525385,156.87663000000003
1304237,-2.8730555556,67.8022222222,55,864.9920864337,2608.5190918701,NA,NA,NA,NA,NA,NA,NA,6461.3,6461,6461.3,6432.6,6432.7,25.552083333349998,0.6083333332999992,237.6073166667,57.12289999999999
1304260,-2.99,65.1083333333,60,565.2377859918,2358.3345055067,NA,NA,NA,NA,NA,NA,NA,10291.8,10291,10291.8,10246.3,10246.2,26.355356666699997,0.379760000000001,190.44466666670002,80.19879999999998
1304302,-2.5363888889,57.76,26,259.4940185029,1820.1593603731,32186,32457,37777,38751,38484,38484,38484,28028.8,28028,28028.8,27903.9,27903.4,26.76044333335,0.2604466666999983,169.56421666670002,4.878700000000009
1304401,-3.1308333333,58.155,40,207.8943913242,1793.9712392626,3422,3697,3002,3256,3006,3006,3006,2919.4,2919,2919.4,2906.4,2906.7,27.0833333333,-0.21999999999999886,182.67666666665,129.9533333333
1600055,0.8955555556,52.0022222222,0,140.8047134022,1898.1959825381,NA,NA,NA,NA,NA,NA,NA,NA,7791,7791.3,7756.6,7756.1,25.317425,-0.2681833334000032,217.71363333335,50.8545333333
1600105,2.0533333333,50.7930555556,8,224.8169558857,1997.4156411184,70011,NA,39978,23942,23942,23942,23942,13702,9203,9203.5,9162.6,9175.9,26.07115333335,-0.27051333330000205,240.1218,103.34360000000004
1600154,0.7780555556,51.9436111111,0,127.3443148994,1884.0320304726,NA,NA,NA,NA,NA,NA,NA,NA,9537,9537.9,9495.4,9495.5,25.74655166665,-0.2517233332999993,212.71550000000002,42.73679999999999
1600204,2.4975,50.9486111111,12,272.1792755603,2048.6676665891,NA,NA,NA,16965,16965,16965,16965,14333,14333,14333,14269.4,14269.3,25.50833333335,-0.27166666669999984,245.77583333335,95.82166666669997
1600212,0.9861111111,50.8022222222,0,108.7895034087,1881.1250852163,NA,NA,NA,NA,NA,NA,NA,NA,2127,2127.6,2118.1,2114.2,26.509999999999998,-0.2866666666000022,235.51999999999998,105.84
1600238,0.8583333333,51.18,50,91.4888986634,1874.7272381322,NA,NA,NA,NA,NA,NA,NA,5414.1,5072,5072.2,5049.6,5046.2,26.186275000000002,-0.28235666659999836,230.03236666665,85.06866666670004
1600253,0.7116666667,50.8,27,80.0855168628,1851.1669579,NA,NA,NA,NA,NA,NA,NA,NA,1569,1569.8,1562.8,1704,26.65,-0.3000000000000007,231.8,102.04999999999998
1600279,-1.12,52,22,164.9916589799,1682.1763146093,NA,NA,NA,NA,NA,NA,NA,33598.3,33598,2493.6,2482.5,30971.8,25.831291666650003,-0.2544166666999992,199.15511666665,13.700033333299984
1600303,0.0388888889,51.0663888889,16,0,1783.3519800001,32604,27912,27163,27795,27795,27795,27795,31668.7,NA,6562.4,6533.1,6408.5,26.614815,-0.3000033333999994,232.84351666665,103.16483333330001
1600402,-0.115,51.2894444444,60,30.1023968534,1771.6314784255,50688,22947,44421,45454,45454,45454,45454,13189.6,13189,13189.6,13130.8,13130.9,26.1791666667,-0.27500000000000213,213.11388333335,60.62963333329998
1600501,3.8430555556,51.835,10,429.2568454986,2212.6970991379,NA,NA,24346,24912,24912,24912,24912,22725.7,22725,22725.7,22625.3,22625.1,25.13666666665,-0.2876933333000018,250.8505166667,89.66309999999999
1600535,0.7133333333,51.4133333333,60,83.9846646689,1864.1253218108,NA,NA,NA,NA,NA,NA,NA,NA,4421,4421.6,4401.9,4401.8,26.2,-0.2777799999999999,224.85693333334999,75.60833333329998
1600550,1.7433333333,50.7913888889,0,190.9398311866,1963.5390872545,NA,NA,NA,NA,NA,NA,NA,NA,4979,4979.1,4957,4956.5,25.80769166665,-0.271796666700002,234.24871666665,87.64103333330002
1600600,-0.0583333333,51.1816666667,15,16.7410027847,1775.3249231157,NA,NA,NA,NA,NA,NA,NA,1599.7,1599,1599.7,1592.5,1579.6,26.572223333300002,-0.3000000000000007,228.90556666665,92.8555333333
1600709,1.5055555556,50.9119444444,13,163.0863359893,1939.8042715285,NA,NA,NA,NA,NA,NA,NA,7222.6,6742,6742,6712,6709.6,26.0701783333,-0.28421000000000163,235.47455000000002,94.82283333340004
1600808,-0.9172222222,52.4080555556,0,182.9869255659,1716.2012440875,NA,NA,NA,NA,NA,NA,NA,NA,NA,31104.7,30966.2,2482.9,NA,NA,NA,NA
2900108,-13.2497222222,41.6636111111,641,343.2768493171,731.1568444286,NA,NA,NA,NA,620,620,620,580.6,580,580.6,578.4,530.5,22.35,3.033333333399998,78.3833333333,137.1
2900207,-8.7202777778,39.1138888889,318,474.8073173933,1236.9236860244,NA,NA,NA,NA,1479,1479,1479,1700.8,1700,1700.8,1693.7,1485,25.84583333335,2.9083333333,39.229166666699996,62.724999999999994
2900306,-11.6622222222,38.0172222222,162,154.4323886772,1164.9727832129,NA,NA,NA,250,249,249,249,268.5,268,268.5,267.4,193.4,24.56666666665,4.0666666667000015,81.6833333333,-41.300000000000004
2900355,-10.5333333333,38.1,300,273.364420323,1213.5513125362,NA,NA,NA,NA,NA,NA,NA,636,636,636,633.4,632.1,23.96666666665,4.333333333300001,60.1,-42.2
2900405,-11.8666666667,38.7666666667,312,125.308275149,1081.1788197031,NA,NA,NA,NA,599,599,599,710,710,710,707.2,661.9,23.82222,4.0666666666,72.7444466667,-9.022220000000004
2900504,-13.4177777778,42.1402777778,688,396.5375508259,676.3586245553,NA,NA,NA,NA,395,395,395,704,704,704,701.3,701.4,20.65,2.900000000000002,79.35000000000001,125.9
2900603,-14.1294444444,39.8877777778,198,196.5671839177,884.1931512253,NA,NA,NA,NA,124,124,124,195.9,195,195.9,195.2,159.7,23.733333333300003,3.1999999999999993,104.51666666665,31.3666666667
2900702,-12.1355555556,38.4191666667,132,92.9712813095,1103.9545514632,1763,1546,1449,1441,1179,1179,1179,736.8,736,736.8,733.9,752.4,24.083333333349998,3.8333333333000006,94.75,-42.7666666666
2900801,-17.5194444444,39.1955555556,9,508.6324323336,951.49608127450006,2339,5115,5273,2748,2748,2748,2748,1510.9,1510,1510.9,1474.9,1481.3,24.41333333335,3.666666666700003,95.96333333335,24.59333333330001
2900900,-14.7052777778,39.6372222222,279,227.250479507,898.7833175941,NA,NA,NA,NA,162,162,162,247.8,247,247.8,246.9,251.1,23.48333333335,2.833333333299997,103.08333333335,33.23333333330001
2901007,-13.0302777778,39.6047222222,400,118.8550778173,947.9599617221,2034,442,570,698,410,410,410,437.6,437,437.6,435.9,463.2,23.0333333333,3.6000000000000014,93.73333333330001,25.799999999999997
2901106,-12.3916666667,38.7566666667,217,69.4431698049,1059.223021446,NA,NA,NA,NA,143,143,143,153.2,153,153.2,152.6,173.5,23.916666666650002,3.766666666700001,104.61666666665,-42.166666666699996
2901155,-11.4552777778,41.4361111111,666,359.7975197695,850.1188343922,NA,NA,NA,NA,NA,NA,NA,748.1,748,748.1,745.2,839.3,22.56111333335,2.9666666667,46.4333388333,84.577789
2901205,-14.6122222222,41.1355555556,384,336.933364571,741.417251843,NA,NA,NA,NA,1233,1233,1233,1859.3,1859,1859.3,1852.6,1947.4,22.4388883333,3.4111100000000008,53.52222233335,92.55555533329999
2901304,-12.8072222222,41.3313888889,405,306.6712073047,784.253004864,811,2937,3087,3159,2096,2096,2096,1902.4,1902,1902.4,1895.1,1861.7,22.50714166665,3.3857166666999987,77.80476666665,93.9428666667
2901353,-10.3447222222,39.8355555556,428,324.4625712053,1064.0826248362,NA,NA,NA,NA,NA,NA,NA,1212.5,1212,1212.5,1207.6,1247.6,23.9583333333,3.6499999999999986,53.29166666665,34.083333333300004
2901403,-12.0069444444,44.6944444444,470,680.6102572843,544.5413333975,10816,6162,5329,6789,1898,1898,1898,1497.5,1497,1497.5,1491.7,1527.9,23.876666666650003,1.8333333333000006,85.15,164.06
2901502,-12.1511111111,39.2463888889,235,120.9101648824,1020.5563596883,NA,NA,NA,NA,196,196,196,170.8,170,170.8,170.2,177,24.25,4.033333333400002,63.550000000000004,16.966666666600005
2901601,-10.4,38.3333333333,510,285.0771616724,1198.893417915,NA,NA,NA,477,477,477,477,289.1,289,289.1,287.9,319.6,24.4,4.333333333400002,63.066666666649994,-35.3333333333
2901700,-12.4352777778,39.1197222222,191,88.8137715783,1020.8025257641,NA,NA,NA,NA,301,301,301,295.1,295,295.1,293.9,294.5,23.9833333333,3.8999999999999986,83.55,-17.5
2901809,-10.5727777778,40.2752777778,472,327.682114997,1010.1841231347,NA,NA,NA,NA,266,266,266,317.4,317,317.4,316.2,313.9,23.1333333333,3.400000000000002,71.26666666665,20.566666666699994
2901908,-11.6602777778,38.0813888889,186,152.3511465407,1158.6765138848,NA,NA,NA,602,721,721,721,600.9,600,600.9,598.6,561.8,24.2333333333,4,80.69999999999999,-32.533333333399995
2901957,-13.8563888889,39.7438888889,278,165.613820643,906.5004327315,NA,NA,NA,NA,NA,NA,NA,151.3,151,151.3,150.7,154.9,23.3833333333,3.3000000000000007,150.66666666665,-31.73333333329998
2902005,-14.4275,41.4619444444,740,357.6028762255,711.2215914431,NA,NA,NA,NA,1096,1096,1096,1541.5,1541,1541.5,1535.9,1489.8,22.9125,3.3249999999999993,52.333333333350005,80.8833333333
2902054,-12.2111111111,38.2025,145,90.5075546366,1122.6554717633,NA,NA,NA,NA,NA,NA,NA,421.6,421,421.6,420,487.1,24.2833333333,3.700000000000003,110.325,-63.9833333334
2902104,-11.3333333333,38.9666666667,272,187.849742041,1087.7736613688,1643,NA,NA,1490,1685,1685,1685,1576.3,1576,1576.3,1570.1,1556.1,24.4366666667,4.260000000000002,51.7266666667,23.560000000000002
2902203,-12.0816666667,38.4991666667,394,98.4055872699,1098.2285755399,NA,NA,NA,NA,280,280,280,332.7,332,332.7,331.4,329.6,23.81666666665,3.9666666667,87.11666666665,-25.4333333333
2902252,-15.2633333333,39.4144444444,152,271.7384640938,915.3869343303,NA,NA,NA,NA,NA,NA,NA,397.5,397,397.5,396.1,375.2,23.5333333333,2.799999999999997,117.05000000000001,27.36666666660001
2902302,-13.0788888889,39.0016666667,36,54.563503248400004,1008.0664090629,608,265,215,175,136,136,136,177.7,177,177.7,177,181.1,24.166666666650002,3.3333333333000006,143.25,-62.16666666660001
2902401,-14.3166666667,39.3272222222,52,173.1043501127,939.0918276895,NA,NA,NA,NA,438,438,438,448,448,448,446.4,457.8,24.03333333335,2.733333333299999,117.03333333335,12.73333333330001
2902500,-12.3063888889,44.5347222222,667,658.5771077114,531.1934159485,NA,NA,NA,NA,2711,2711,2711,3428.7,3428,3428.7,3415.6,3342.6,23.1370383333,1.6888900000000007,83.4499962833,162.7814741
2902609,-11.9597222222,40.1680555556,369,212.0828549761,939.4651928799,1329,1038,1337,1105,1076,1076,1076,986.4,986,986.4,982.6,946.6,23.92777833335,3.7666633332999986,67.48333,33.72222000000001
2902658,-10.5769444444,38.6147222222,340,265.0892766767,1162.3738812037,NA,NA,NA,NA,NA,NA,NA,213.1,213,213.1,212.3,227.2,23.81666666665,4.366666666699999,66.93333333334999,-27.066666666699994
2902708,-11.0894444444,43.1416666667,406,545.547050602,733.5846743584,14094,18133,18978,19357,19357,19357,19357,12348.4,12348,12348.4,12299.5,11412.8,25.358586666649998,0.9535333332999976,66.69192113335,130.5353577333
2902807,-13.6261111111,41.3269444444,1026,313.6344282656,749.9939048145,NA,3467,3497,3677,1782,1782,1782,1407.4,1407,1407.4,1402.2,1346.6,21.85833333335,3.3833333333000013,68.58333333335,80.11666666670001
2902906,-14.8811111111,40.5794444444,847,307.6305213219,795.5692063393,NA,NA,NA,NA,545,545,545,781.3,781,781.3,778.5,646.6,20.65,3.4333333334000002,60.508333333349995,57.416666666699996
2903003,-11.81,42.0586111111,715,406.6335705287,771.9802662769,NA,NA,NA,1062,1062,1062,1062,1640.6,1640,1640.6,1634.2,1540.6,21.88666666665,2.426666666700001,51.226666666650004,95.6266666667
2903102,-14.2105555556,39.6019444444,142,180.9664659153,912.386139994,NA,NA,NA,NA,221,221,221,193.3,193,193.3,192.5,208.4,23.3333333333,3.1000000000000014,131.3166666667,-2.6000000000000227
